ID,Cohort,Program,College,major_2,concentration_1,hrs_enrolled,gender,state,ipeds_ethnicity,resid_commuter_sts,sport_1,sport_1_b,sport_2,sport_2_b,first_gen,hs_gpa,pell_eligible,ret_label,ret_label_b
814,79,16,3,0,1,16,1,14,6,0,16,1,5,0,0,4,0,3,1
815,79,30,3,0,1,16,1,14,6,0,25,0,5,0,0,3.88,0,3,1
816,79,33,2,0,0,13,1,14,6,0,25,0,5,0,0,3.91,1,3,1
817,79,52,1,0,0,16,1,14,6,2,25,0,5,0,1,3.5,1,0,0
818,79,44,2,0,0,12,1,14,6,0,25,0,5,0,0,3.03,1,3,1
820,79,44,2,0,0,15,1,14,6,2,20,1,5,0,0,3.65,0,3,1
821,79,50,2,0,0,15,1,14,6,0,25,0,5,0,0,3.84,0,1,0
823,79,25,2,0,0,15,1,14,6,2,25,0,5,0,0,3.87,0,3,1
824,79,49,2,0,1,16,0,14,6,0,9,1,5,0,0,3.91,0,3,1
825,79,44,2,0,0,15,1,14,6,0,25,0,5,0,0,3.95,0,3,1
826,79,49,2,0,1,16,1,14,6,2,25,0,5,0,1,3.88,0,3,1
827,79,38,1,0,0,16,0,14,6,0,25,0,5,0,1,2.65,0,3,1
828,79,33,2,0,0,16,1,14,6,0,25,0,5,0,0,3.5,0,3,1
829,79,44,2,0,0,15,1,14,6,0,25,0,5,0,0,4,0,0,0
830,79,50,2,0,0,15,1,14,6,2,25,0,5,0,0,3.89,0,3,1
831,79,16,3,0,0,15,0,14,6,2,25,0,5,0,0,3.95,0,3,1
832,79,0,3,0,0,15,0,14,6,2,25,0,5,0,0,2.61,1,3,1
833,79,33,2,0,0,16,0,14,6,0,4,1,2,1,1,3,1,0,0
834,79,59,0,0,0,16,1,14,6,0,25,0,5,0,1,3.2,0,1,0
835,79,49,2,0,0,16,0,14,2,2,25,0,5,0,1,4,1,0,0
836,79,46,1,0,0,17,0,14,1,2,11,1,5,0,0,3.5,1,3,1
837,79,29,1,0,0,15,1,14,6,0,25,0,5,0,0,3.75,1,0,0
838,79,49,2,0,0,16,0,14,6,2,25,0,5,0,1,3.35,0,3,1
839,79,8,3,0,0,15,1,14,6,1,23,1,5,0,0,4,1,3,1
840,79,32,2,0,0,16,1,14,6,0,25,0,5,0,1,3.88,0,3,1
841,79,52,1,0,0,16,1,14,1,1,25,0,5,0,1,2.85,1,3,1
842,79,44,2,0,0,15,0,14,6,0,25,0,5,0,1,3.55,1,3,1
843,79,59,0,0,0,16,0,14,1,0,25,0,5,0,1,0,1,1,0
845,79,22,1,0,0,16,0,14,6,0,11,1,5,0,0,3.77,0,0,0
846,79,8,3,0,0,15,0,14,6,0,7,1,5,0,1,2.65,0,0,0
847,79,30,3,0,0,17,1,14,6,2,25,0,5,0,1,3.78,1,3,1
848,79,49,2,0,0,16,1,14,6,1,25,0,5,0,1,3.45,1,3,1
849,79,29,1,0,0,12,1,14,1,1,25,0,5,0,1,2.83,1,3,1
850,79,49,2,0,0,16,1,14,6,1,25,0,5,0,1,3.54,0,0,0
851,79,59,0,0,0,15,1,14,6,0,25,0,5,0,1,3.69,1,0,0
852,79,41,1,0,0,15,1,14,4,0,25,0,5,0,1,3.5,0,0,0
853,79,53,1,0,0,15,1,14,6,0,25,0,5,0,1,3.15,0,0,0
855,79,33,2,0,0,13,1,14,6,2,25,0,5,0,0,3.97,0,3,1
856,79,17,3,0,0,16,0,14,6,0,25,0,5,0,1,3,0,0,0
857,79,57,3,0,0,15,0,14,6,2,25,0,5,0,1,2.59,1,0,0
858,79,55,1,0,0,15,1,14,2,2,25,0,5,0,1,0,1,0,0
859,79,28,1,0,0,15,1,14,6,0,25,0,5,0,0,2.96,0,0,0
860,79,38,1,0,0,16,0,14,6,0,25,0,5,0,1,4,1,3,1
861,79,59,0,0,0,16,1,14,6,0,25,0,5,0,1,2.52,1,0,0
862,79,57,3,0,0,15,0,14,1,0,25,0,5,0,1,2.85,1,0,0
863,79,50,2,0,0,15,1,14,6,0,25,0,5,0,1,3.48,1,3,1
914,87,57,3,0,0,15,1,14,3,2,20,1,5,0,0,3.75,0,3,1
915,87,59,0,0,0,15,0,14,3,0,2,1,5,0,0,3.5,0,3,1
918,87,41,1,0,0,12,0,14,4,0,25,0,5,0,0,3.75,1,0,0
919,87,49,2,0,0,16,1,14,6,0,0,1,5,0,1,3.65,0,3,1
920,87,35,3,0,0,16,0,14,6,2,10,1,5,0,1,3.78,0,3,1
921,87,33,2,0,0,16,1,14,6,0,25,0,5,0,0,3.75,0,3,1
922,87,57,3,0,0,15,1,14,6,2,15,1,4,1,1,3.15,1,3,1
923,87,33,2,0,0,16,1,14,6,0,25,0,5,0,0,3.65,0,3,1
924,87,2,1,0,0,15,1,14,6,0,25,0,5,0,1,4,0,0,0
925,87,25,2,0,0,15,1,14,6,0,25,0,5,0,1,3.75,0,3,1
926,87,54,1,0,0,16,1,14,6,2,25,0,5,0,0,3.88,1,3,1
927,87,35,3,0,0,16,1,14,6,0,25,0,5,0,0,3.35,1,3,1
928,87,44,2,0,0,15,0,14,6,0,25,0,5,0,0,3.5,0,3,1
929,87,24,2,0,0,16,1,14,6,2,25,0,5,0,1,3.04,0,3,1
930,87,50,2,0,0,15,1,14,6,0,25,0,5,0,0,3.65,0,3,1
931,87,0,3,0,0,15,1,14,6,2,0,1,5,0,0,3.57,0,3,1
932,87,16,3,0,0,16,0,14,6,0,25,0,5,0,0,3.73,1,0,0
933,87,59,0,0,0,16,0,14,6,0,25,0,5,0,0,3.35,0,3,1
934,87,35,3,0,0,13,1,14,6,2,24,1,5,0,0,3.75,0,3,1
935,87,33,2,0,0,16,1,14,6,2,25,0,5,0,0,4,0,3,1
936,87,24,2,0,0,16,1,14,6,2,25,0,5,0,1,4,1,3,1
937,87,25,2,0,0,15,1,14,6,0,25,0,5,0,0,3.65,1,3,1
938,87,44,2,0,0,15,1,14,6,0,25,0,5,0,0,3.88,1,3,1
939,87,56,2,0,0,15,1,14,6,0,25,0,5,0,1,3.82,0,3,1
940,87,24,2,0,0,16,1,14,6,2,25,0,5,0,0,3.5,0,0,0
941,87,49,2,0,0,16,0,14,6,0,25,0,5,0,0,3.75,0,3,1
942,87,53,1,0,0,15,1,14,6,0,25,0,5,0,0,3.12,0,0,0
943,87,15,3,0,0,15,1,14,6,0,25,0,5,0,0,3.75,0,3,1
944,87,44,2,0,0,15,1,14,6,0,13,1,5,0,1,3.99,1,3,1
945,87,11,3,0,0,16,1,14,6,2,25,0,5,0,1,3.5,1,0,0
946,87,44,2,0,0,15,1,14,6,2,25,0,5,0,0,3.7,0,3,1
947,87,49,2,0,0,16,1,14,6,0,25,0,5,0,1,3.26,1,0,0
948,87,28,1,0,0,15,0,14,6,2,10,1,5,0,0,3.65,1,3,1
949,87,29,1,0,0,15,0,14,6,0,25,0,5,0,0,3.15,0,3,1
951,87,41,1,0,0,16,1,14,6,0,1,1,5,0,0,3.5,0,3,1
952,87,23,1,0,0,17,0,14,6,0,25,0,5,0,0,4,1,3,1
953,87,44,2,0,0,15,1,14,6,2,25,0,5,0,1,4,1,3,1
954,87,44,2,0,0,15,1,14,6,2,25,0,5,0,0,3.56,0,3,1
955,87,16,3,0,0,16,0,14,6,0,25,0,5,0,0,3.65,0,3,1
957,87,43,1,0,0,17,1,14,6,0,0,1,5,0,1,3.65,0,3,1
958,87,33,2,0,0,15,1,14,6,1,25,0,5,0,0,3.91,0,3,1
959,87,49,2,0,0,16,0,14,6,1,25,0,5,0,1,3.75,0,3,1
960,87,49,2,0,0,16,0,14,6,2,25,0,5,0,0,3.75,0,3,1
962,87,49,2,0,0,16,0,14,6,2,5,1,5,0,0,4,0,3,1
963,87,40,1,0,0,15,0,14,6,0,25,0,5,0,0,3.22,1,0,0
964,87,59,0,0,0,15,0,14,2,0,25,0,5,0,1,3.95,1,0,0
965,87,35,3,0,0,16,0,14,6,2,4,1,2,1,0,3.57,0,3,1
966,87,0,3,0,0,15,1,14,6,0,25,0,5,0,0,3.56,1,3,1
967,87,49,2,0,0,16,1,14,6,0,25,0,5,0,0,3.88,0,3,1
968,87,52,1,0,0,16,0,14,2,0,25,0,5,0,0,3.65,1,3,1
969,87,7,3,0,0,15,0,14,6,1,25,0,5,0,1,3,1,3,1
970,87,49,2,0,0,16,0,14,6,2,25,0,5,0,0,3.65,0,3,1
971,87,49,2,0,0,16,1,14,6,2,25,0,5,0,0,3.75,1,3,1
972,87,44,2,0,0,15,1,14,6,0,25,0,5,0,0,3.99,0,3,1
973,87,59,0,0,0,13,1,14,2,2,25,0,5,0,1,3.46,0,0,0
974,87,29,1,0,0,15,1,14,6,0,25,0,5,0,0,3.84,0,3,1
975,87,57,3,0,0,15,0,14,4,2,5,1,2,1,0,3,1,3,1
976,87,33,2,0,0,16,1,14,6,0,25,0,5,0,1,3.5,1,3,1
977,87,15,3,0,0,15,1,14,2,0,25,0,5,0,1,2.5,1,3,1
978,87,49,2,0,0,16,1,14,6,0,25,0,5,0,0,3.88,0,3,1
979,87,52,1,0,0,15,0,14,1,2,25,0,5,0,1,2.8,1,0,0
980,87,32,2,0,0,16,1,14,6,0,25,0,5,0,0,3.5,1,0,0
981,87,59,0,0,0,16,1,14,6,0,25,0,5,0,1,3.35,1,3,1
982,87,59,0,0,0,16,1,14,2,2,13,1,5,0,0,2.5,1,0,0
983,87,7,3,0,0,15,0,14,6,0,25,0,5,0,0,3.05,0,3,1
985,87,37,1,0,0,15,0,14,6,0,25,0,5,0,0,3.88,1,3,1
986,87,49,2,0,0,16,1,14,6,2,25,0,5,0,0,3.5,1,3,1
987,87,59,0,0,0,12,0,14,6,0,25,0,5,0,0,4,0,3,1
989,87,49,2,0,0,16,1,14,6,2,25,0,5,0,1,2.8,1,0,0
990,87,28,1,0,0,15,0,14,6,0,25,0,5,0,1,3.33,1,3,1
991,87,15,3,0,0,15,0,14,6,1,9,1,5,0,1,2.52,0,3,1
992,87,8,3,0,0,15,0,14,1,2,25,0,5,0,1,2.53,1,3,1
993,87,25,2,0,0,15,1,14,2,0,25,0,5,0,1,3.88,1,3,1
995,87,49,2,0,0,16,0,14,6,0,5,1,2,1,0,3.55,0,3,1
996,87,57,3,0,0,15,0,14,2,2,4,1,2,1,1,3.35,1,3,1
997,87,59,0,0,0,16,0,14,6,2,25,0,5,0,1,2.2,0,0,0
998,87,45,1,0,0,12,1,14,2,3,25,0,5,0,1,0,1,3,1
1208,79,5,1,0,1,18,1,14,6,2,0,1,5,0,0,3.89,0,3,1
1210,87,1,1,0,1,15,0,14,6,2,4,1,2,1,1,3.95,0,3,1
1211,79,50,2,0,0,18,1,14,6,2,23,1,5,0,1,3.75,0,3,1
1213,79,24,2,0,0,14,1,14,6,2,25,0,5,0,1,3.65,0,3,1
1214,79,16,3,0,0,16,0,14,6,2,5,1,2,1,0,3.75,1,3,1
1215,79,24,2,0,1,14,1,14,6,2,25,0,5,0,1,4,0,3,1
1216,79,49,2,0,0,16,0,14,6,2,5,1,5,0,1,3.92,0,1,0
1217,79,9,3,0,0,16,1,14,6,2,25,0,5,0,1,3.89,0,3,1
1218,79,16,3,0,0,16,0,14,6,2,11,1,5,0,1,3.72,1,3,1
1221,79,44,2,0,0,15,1,14,6,2,25,0,5,0,1,3.88,0,3,1
1222,79,32,2,0,0,16,1,14,0,2,25,0,5,0,1,3.88,0,0,0
1223,79,44,2,0,0,15,1,14,6,2,25,0,5,0,1,3.65,1,3,1
1224,79,57,3,0,0,15,0,14,6,2,10,1,5,0,0,3.35,1,3,1
1225,79,5,1,0,0,15,1,14,6,2,25,0,5,0,0,3.88,0,3,1
1236,87,33,2,0,0,15,1,14,6,2,25,0,5,0,1,3.75,1,3,1
1238,87,29,1,0,0,15,0,14,6,2,2,1,5,0,1,3.5,1,3,1
1239,87,44,2,0,0,15,0,14,6,2,25,0,5,0,0,3.5,0,3,1
1261,79,27,1,0,1,15,1,13,6,2,22,1,5,0,0,3.99,0,3,1
1265,87,41,1,0,0,15,0,11,6,2,25,0,5,0,1,3.97,0,3,1
1267,79,32,2,0,0,16,1,11,6,2,19,1,5,0,0,3.56,0,3,1
1268,79,41,1,0,0,15,0,11,6,0,25,0,5,0,1,2.44,0,0,0
1269,79,14,3,0,0,15,0,11,2,2,3,1,5,0,0,3.64,0,0,0
1271,87,52,1,0,0,16,0,11,6,2,7,1,5,0,1,2.84,0,3,1
1272,87,33,2,0,0,13,1,11,6,2,25,0,5,0,0,3.83,0,3,1
1273,87,16,3,0,0,16,0,11,2,2,25,0,5,0,0,3.71,0,3,1
1282,79,44,2,0,0,15,1,14,6,2,16,1,5,0,1,2.85,0,3,1
1286,79,29,1,0,0,16,0,11,6,2,25,0,5,0,1,3,0,3,1
1287,79,29,1,0,0,15,0,11,6,2,5,1,5,0,0,2.89,1,3,1
1288,79,44,2,0,0,15,1,11,6,2,25,0,5,0,0,3.8,0,3,1
1289,79,24,2,0,0,14,1,11,6,2,25,0,5,0,1,3.9,0,3,1
1290,79,57,3,0,0,16,0,11,2,2,5,1,5,0,0,3.5,0,0,0
1295,87,54,1,0,0,16,1,11,6,2,25,0,5,0,0,4,0,0,0
1296,87,16,3,0,0,16,1,11,6,2,14,1,5,0,0,3.71,0,3,1
1297,87,44,2,0,0,15,0,11,6,2,25,0,5,0,0,3.43,0,3,1
1298,87,7,3,0,0,15,0,11,6,2,3,1,5,0,0,3.92,0,3,1
1317,87,4,1,0,0,15,1,14,2,2,25,0,5,0,0,2.5,1,3,1
1319,87,50,2,0,0,15,1,14,6,2,25,0,5,0,0,3.88,0,3,1
1320,79,44,2,0,1,15,1,12,6,2,25,0,5,0,0,3.88,0,3,1
1321,79,54,1,0,1,16,1,14,6,2,15,1,4,1,1,3.875,0,0,0
1322,79,49,2,0,0,16,1,14,6,2,25,0,5,0,0,2.85,0,3,1
1324,87,59,0,0,0,16,1,12,6,2,20,1,5,0,0,3.15,0,3,1
1325,87,16,3,0,0,16,1,12,6,2,25,0,5,0,0,3.35,0,0,0
1327,87,49,2,0,0,16,1,14,6,0,25,0,5,0,1,3.88,0,3,1
1328,87,26,1,0,0,15,1,14,1,2,25,0,5,0,1,2.85,1,0,0
1330,87,31,2,0,0,16,1,14,1,2,25,0,5,0,1,3.15,1,3,1
1331,87,59,0,0,0,17,1,14,2,0,25,0,5,0,1,2.3,1,3,1
1342,87,5,1,0,0,14,0,14,6,2,5,1,5,0,0,3.875,0,3,1
1345,87,50,2,0,0,18,1,14,2,2,25,0,5,0,0,4.02,0,3,1
1346,87,50,2,0,0,15,1,14,6,2,23,1,5,0,0,3.89,0,3,1
1347,79,56,2,1,0,15,0,14,6,2,5,1,5,0,0,3.45,0,3,1
1350,79,39,1,0,0,12,0,8,6,2,8,1,5,0,1,3.7,0,3,1
1351,79,33,2,0,1,16,1,14,6,2,25,0,5,0,0,3.95,0,3,1
1352,79,50,2,0,0,15,1,14,3,2,25,0,5,0,1,3.95,0,0,0
1353,79,50,2,0,0,15,1,14,6,2,17,1,5,0,1,3.73,0,3,1
1354,79,52,1,0,0,15,0,14,6,2,4,1,2,1,0,3.37,0,3,1
1355,79,25,2,0,0,15,1,14,6,2,21,1,5,0,0,3.43,0,0,0
1356,79,15,3,0,0,15,0,14,1,2,5,1,2,1,1,2.54,1,0,0
1361,87,54,1,0,0,16,1,14,6,2,0,1,5,0,0,3.75,0,3,1
1362,87,57,3,0,0,15,0,14,6,2,2,1,5,0,1,3.5,0,3,1
1363,87,16,3,0,0,16,0,14,6,2,2,1,5,0,0,4,0,3,1
1364,87,8,3,0,0,15,0,14,6,2,2,1,5,0,0,3.1,0,3,1
1365,87,19,1,0,0,17,0,14,6,2,7,1,5,0,0,3.48,0,3,1
1368,87,11,3,0,0,16,1,14,6,2,25,0,5,0,0,3.41,1,3,1
1369,87,49,2,0,0,16,1,14,6,2,16,1,5,0,0,3.91,0,3,1
1394,79,5,1,0,0,12,1,14,6,2,25,0,5,0,1,3.6,0,1,0
1396,79,49,2,0,0,16,0,14,6,2,25,0,5,0,1,3.15,0,0,0
1397,87,26,1,0,0,15,1,14,6,2,25,0,5,0,0,3,1,3,1
1401,79,5,1,0,1,15,1,11,6,2,21,1,5,0,0,4,0,3,1
1402,87,5,1,0,0,14,1,11,6,2,21,1,5,0,0,4,0,3,1
1405,79,50,2,0,1,16,1,11,6,2,25,0,5,0,0,3.85,0,3,1
1406,79,50,2,0,0,18,1,11,6,2,18,1,5,0,0,3.87,0,3,1
1407,79,50,2,0,0,18,1,11,6,2,19,1,5,0,0,3.86,0,3,1
1409,79,50,2,0,0,14,1,11,6,2,25,0,5,0,1,3.8,1,3,1
1413,79,22,1,0,0,15,0,11,6,2,25,0,5,0,1,3.65,0,3,1
1415,79,0,3,0,0,15,0,11,6,2,9,1,5,0,0,3.9,0,3,1
1418,79,49,2,0,1,16,1,11,6,2,21,1,5,0,0,3.83,0,3,1
1419,79,57,3,0,0,15,0,11,6,2,5,1,5,0,0,3.15,1,3,1
1425,87,50,2,0,0,15,1,11,6,2,21,1,5,0,0,3.46,0,3,1
1426,87,35,3,0,0,16,0,11,6,2,4,1,2,1,0,3.82,0,3,1
1427,87,33,2,0,0,16,1,11,0,2,19,1,5,0,0,3.84,0,3,1
1428,87,57,3,0,0,16,0,11,4,2,3,1,5,0,0,3.98,0,3,1
1429,87,24,2,0,0,16,1,11,2,2,0,1,5,0,0,3.83,0,3,1
1430,87,31,2,0,0,15,0,11,2,2,25,0,5,0,0,3,0,3,1
1431,87,38,1,0,0,15,0,11,2,2,25,0,5,0,1,3.14,1,3,1
1448,87,4,1,0,0,15,1,12,2,2,24,1,5,0,0,3.65,0,3,1
1451,79,25,2,0,0,18,1,12,6,0,24,1,5,0,0,3.47,0,3,1
1452,79,56,2,1,0,15,1,12,6,2,24,1,5,0,1,3.77,0,3,1
1456,79,29,1,0,0,15,1,12,6,0,25,0,5,0,0,3.8,0,0,0
1458,79,59,0,0,0,15,0,12,6,2,2,1,5,0,1,3.875,0,1,0
1459,79,48,2,0,0,16,0,12,2,2,3,1,5,0,0,3,1,1,0
1460,79,57,3,0,0,15,0,12,6,2,3,1,5,0,0,3,1,0,0
1464,87,31,2,0,0,16,0,12,6,2,5,1,5,0,1,3.65,0,3,1
1465,87,37,1,0,0,15,0,12,6,2,7,1,5,0,0,3.15,0,3,1
1466,87,57,3,0,0,15,0,12,6,2,2,1,5,0,0,3.15,0,3,1
1467,87,0,3,0,0,15,0,12,6,2,2,1,5,0,0,3.5,0,3,1
1468,87,34,3,0,0,15,1,12,1,2,25,0,5,0,0,3,0,3,1
1469,87,55,1,0,0,16,0,12,6,0,25,0,5,0,0,3,0,3,1
1470,87,25,2,0,0,15,0,12,2,2,3,1,5,0,0,3.5,1,3,1
1479,79,31,2,0,0,16,0,3,1,2,5,1,5,0,1,2.4,1,1,0
1480,79,57,3,0,0,15,0,3,2,2,8,1,5,0,0,2.94,1,0,0
1482,87,40,1,0,0,15,1,3,2,2,14,1,5,0,1,3.61,0,3,1
1483,87,57,3,0,0,12,0,3,1,2,5,1,2,1,1,2.76,1,0,0
1487,79,50,2,0,1,18,1,1,6,2,25,0,5,0,0,3.9,0,3,1
1489,87,50,2,0,0,18,1,1,0,2,25,0,5,0,0,3.75,0,3,1
1490,79,54,1,0,1,16,0,1,6,2,4,1,2,1,0,3.74,0,3,1
1495,79,4,1,0,1,15,1,12,2,2,23,1,5,0,0,3.78,0,3,1
1498,87,15,3,0,0,15,0,7,6,2,2,1,5,0,1,3.34,0,3,1
1500,87,4,1,0,0,14,1,14,6,2,25,0,5,0,0,2.85,0,3,1
1502,79,0,3,0,0,17,1,14,6,2,19,1,5,0,0,3.88,0,3,1
1505,79,8,3,0,0,15,0,14,6,2,3,1,5,0,1,2.7,1,0,0
1506,79,49,2,0,0,16,0,14,6,2,25,0,5,0,0,3.34,0,0,0
1508,79,54,1,0,1,16,1,14,2,2,25,0,5,0,0,3.78,0,0,0
1509,79,54,1,0,1,16,0,14,6,2,25,0,5,0,0,4,0,3,1
1510,79,44,2,0,0,15,1,14,6,2,23,1,5,0,1,3.22,0,3,1
1511,79,9,3,0,0,16,0,14,6,2,12,1,5,0,0,3.93,0,3,1
1512,79,13,3,0,1,15,1,14,2,2,25,0,5,0,0,3.87,0,3,1
1513,79,54,1,0,0,16,1,14,6,2,16,1,5,0,0,4,0,3,1
1514,79,10,3,0,1,15,0,14,6,2,7,1,5,0,0,3.87,0,3,1
1515,79,13,3,0,0,15,0,14,2,2,5,1,5,0,1,2.65,1,3,1
1516,79,37,1,0,0,15,0,14,6,2,4,1,2,1,0,3.12,0,3,1
1525,87,50,2,0,0,15,1,14,6,2,25,0,5,0,0,3.86,0,3,1
1526,87,59,0,0,0,15,0,14,0,2,4,1,5,0,1,3.69,0,3,1
1527,87,11,3,0,0,16,0,14,6,2,4,1,2,1,0,3.95,0,3,1
1528,87,8,3,0,0,15,0,14,6,2,2,1,5,0,1,4,0,3,1
1529,87,44,2,0,0,15,1,14,2,2,0,1,5,0,1,3.31,0,3,1
1530,87,59,0,0,0,16,0,14,6,2,2,1,5,0,1,2.52,0,0,0
1550,79,49,2,0,0,16,0,14,6,2,11,1,5,0,1,3.95,0,3,1
1551,79,49,2,0,0,16,0,14,6,2,25,0,5,0,1,3.7,0,3,1
1552,79,16,3,0,0,16,0,14,6,2,25,0,5,0,1,3.88,0,0,0
1553,79,44,2,0,0,15,1,14,6,2,25,0,5,0,1,3.65,0,1,0
1554,79,49,2,0,0,16,1,14,6,2,25,0,5,0,1,3.35,0,0,0
1555,79,44,2,0,0,15,1,14,6,2,16,1,5,0,0,3.25,1,3,1
1556,79,44,2,0,0,15,1,14,6,2,16,1,5,0,0,3.93,0,3,1
1557,79,28,1,0,0,16,0,14,6,2,25,0,5,0,1,2.85,0,1,0
1564,87,37,1,0,0,15,0,14,6,2,9,1,5,0,1,3.88,0,3,1
1565,87,54,1,0,0,16,1,14,6,2,25,0,5,0,0,3.88,0,3,1
1566,87,35,3,0,0,16,0,14,3,2,9,1,5,0,0,4,0,3,1
1567,87,50,2,0,0,15,0,14,6,2,6,1,5,0,0,4,0,3,1
1568,87,33,2,0,0,13,1,14,6,2,23,1,5,0,0,3.95,0,0,0
1569,87,37,1,0,0,15,0,14,6,2,25,0,5,0,1,4,1,3,1
1570,87,16,3,0,0,16,0,14,6,2,25,0,5,0,0,3.35,0,0,0
1583,87,46,1,0,0,16,0,9,6,2,8,1,5,0,0,3.59,0,3,1
1586,79,50,2,0,1,18,1,11,6,2,25,0,5,0,1,3.88,1,3,1
1588,79,50,2,0,0,17,0,11,6,0,25,0,5,0,0,3.875,0,3,1
1591,79,8,3,0,0,15,0,11,6,2,5,1,5,0,0,3.38,1,3,1
1592,79,15,3,0,0,15,0,11,6,2,5,1,5,0,0,2.85,1,3,1
1596,87,31,2,0,0,13,0,11,6,2,2,1,5,0,0,2.98,0,0,0
1597,87,57,3,0,0,16,0,11,6,2,5,1,5,0,0,3.72,1,3,1
1598,87,8,3,0,0,15,0,11,6,2,7,1,5,0,1,2.85,1,3,1
1599,87,33,2,0,0,16,1,11,2,2,25,0,5,0,0,3.95,0,3,1
1611,87,46,1,0,0,16,0,12,6,2,12,1,5,0,0,3.75,0,3,1
1615,79,50,2,0,0,12,1,12,6,2,15,1,4,1,0,3.65,0,3,1
1617,87,1,1,1,0,15,1,12,6,2,25,0,5,0,1,3.88,1,3,1
1619,87,25,2,1,0,15,1,12,6,2,21,1,5,0,0,3.5,1,3,1
1621,79,38,1,0,0,15,0,12,6,2,25,0,5,0,0,3.5,0,3,1
1623,79,8,3,0,0,15,1,12,6,2,25,0,5,0,1,2.85,0,0,0
1624,79,44,2,0,0,15,1,12,2,2,25,0,5,0,1,3.65,0,3,1
1625,79,49,2,0,0,16,0,12,3,2,25,0,5,0,1,3,0,1,0
1629,87,33,2,0,0,13,0,12,2,2,25,0,5,0,0,3.65,0,3,1
1630,87,49,2,0,0,16,0,12,3,2,25,0,5,0,0,3.35,0,3,1
1631,87,22,1,0,0,16,0,12,6,2,8,1,5,0,0,3.88,0,3,1
1632,87,31,2,0,0,16,0,12,2,2,5,1,5,0,0,3,0,3,1
1633,87,13,3,0,0,15,0,12,6,2,8,1,5,0,0,3.75,0,0,0
1634,87,33,2,0,0,13,1,12,6,2,25,0,5,0,0,4,0,3,1
1648,87,44,2,0,0,15,1,4,6,2,25,0,5,0,0,3.77,0,3,1
1651,87,4,1,0,0,17,1,11,6,2,25,0,5,0,1,2.88,0,3,1
1653,79,50,2,0,0,17,1,11,6,2,25,0,5,0,1,3.31,0,3,1
1654,87,33,2,0,0,16,1,11,6,2,25,0,5,0,0,3.86,0,3,1
1656,79,13,3,0,0,15,0,11,6,2,5,1,5,0,0,3.35,0,3,1
1657,79,52,1,0,0,15,0,11,1,2,5,1,5,0,0,2.54,1,3,1
1659,79,19,1,0,0,14,0,11,6,2,25,0,5,0,0,3.72,0,3,1
1664,87,12,3,0,0,15,0,11,1,2,11,1,5,0,0,3.15,0,0,0
1670,87,59,0,0,0,15,0,14,1,2,5,1,5,0,1,0,1,3,1
1673,79,49,2,0,0,16,1,14,6,2,0,1,5,0,0,3,0,3,1
1674,79,42,1,0,0,13,1,14,6,2,0,1,5,0,0,4,0,3,1
1677,87,29,1,0,0,15,1,14,6,2,25,0,5,0,0,3.5,0,0,0
1678,87,46,1,0,0,16,0,14,6,2,25,0,5,0,0,3.63,0,0,0
1679,87,32,2,0,0,16,1,14,2,2,20,1,5,0,0,3.72,0,3,1
1680,87,44,2,0,0,12,1,14,6,2,24,1,5,0,0,3.68,0,3,1
1681,87,44,2,0,0,17,1,14,6,2,25,0,5,0,0,4,1,3,1
1682,87,57,3,0,0,15,0,14,2,2,5,1,5,0,0,3.35,0,3,1
1683,87,54,1,0,0,15,1,14,6,2,25,0,5,0,0,4,0,3,1
1684,87,49,2,0,0,16,0,14,6,2,25,0,5,0,1,3.27,1,0,0
1685,87,32,2,0,0,16,0,14,6,2,25,0,5,0,1,3.53,0,0,0
1699,79,50,2,0,1,15,0,8,1,2,25,0,5,0,0,3.95,0,3,1
1702,79,41,1,0,0,15,1,17,2,2,23,1,5,0,1,2.93,0,0,0
1703,79,29,1,0,0,16,0,17,1,2,5,1,5,0,1,3.09,0,3,1
1706,87,4,1,0,0,14,1,12,6,2,14,1,5,0,0,3.65,0,3,1
1708,79,22,1,0,0,16,0,12,6,2,25,0,5,0,0,2.65,0,3,1
1709,79,44,2,0,0,15,1,12,6,2,25,0,5,0,0,3.95,0,3,1
1710,79,44,2,0,0,15,1,12,6,2,25,0,5,0,1,3.49,0,3,1
1711,79,50,2,0,0,15,1,12,6,2,25,0,5,0,0,3.97,0,3,1
1712,79,57,3,0,0,15,0,12,6,2,7,1,5,0,0,3.47,0,3,1
1713,79,31,2,0,0,16,0,12,6,2,5,1,5,0,0,3.15,0,3,1
1721,87,33,2,0,0,13,1,12,3,2,25,0,5,0,0,3.75,0,3,1
1722,87,33,2,0,0,16,1,12,6,2,25,0,5,0,1,3.5,1,3,1
1723,87,33,2,0,0,13,1,12,2,2,25,0,5,0,0,3.35,0,3,1
1724,87,33,2,0,0,16,1,12,3,2,25,0,5,0,0,3.15,0,3,1
1725,87,32,2,0,0,16,1,12,6,2,14,1,5,0,0,3.65,0,0,0
1726,87,8,3,0,0,16,0,12,2,2,5,1,5,0,1,2.65,1,0,0
1727,87,52,1,0,0,15,1,12,2,2,25,0,5,0,0,3.35,1,3,1
1747,79,59,0,0,0,16,0,0,2,2,5,1,5,0,1,2.6,0,0,0
1748,79,46,1,0,1,17,1,12,6,2,14,1,5,0,1,3.95,0,3,1
1752,79,4,1,0,0,15,1,14,6,2,25,0,5,0,0,3.95,0,0,0
